"transaction_id";"order_ref";"product_code";"product_name";"supplier_code";"supplier_name";"distributor_code";"distributor_name";"pharmacy_code";"pharmacy_name";"order_date";"lead_time";"delivery_date";"quantity_ordered";"quantity_delivered";"unit_cost";"transport_cost";"total_cost";"status";"batch_no";"expiry_date";"storage_temp";"postcode";"notes"
"T100017";"OR-25194";"PN005";"Salbutamol Inhaler";"S001";"NHS Supply Chain";"D005";"East England Depot";"PH005";"County General Pharmacy";"2023-01-27";10;"2023-06-02";500;500;68.75;190.44;34565.44;"Cancelled";"B6260";"2024-01-06";"Cold Chain";"LS1 1UR";"Temperature Sensitive"
"T100021";"OR-22735";"PN001";"Amoxicillin 500mg Capsule";"S005";"GlobalMeds";"D003";"Scotland Regional Hub";"PH010";"University Hospital Pharmacy";"2023-03-11";5;"2023-11-10";500;399;29.99;259.52;15254.52;"Returned";"B5689";"2024-12-22";"Room Temp";"Unknown_post";"Call before delivery"
"T100022";"OR-13280";"PN001";"Amoxicillin 500mg Capsule";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH003";"City Clinic Pharmacy";"2023-07-25";4;"2023-07-29";100;100;10.99;217.27;1316.27;"Returned";"7464";"2025-07-23";"ambient";"M1 2AB";"Handle with care"
"T100023";"OR-34878";"PN009";"Metformin 500mg Tablet";"S004";"HealQuick";"D004";"Wales Depot";"PH002";"Royal Infirmary Pharmacy";"2023-05-24";4;"2023-05-28";150;150;55.8;29.71;8399.71;"Cancelled";"Unknown_batch";"2024-12-03";"Room Temp";"SE1 9RT";"Call before delivery"
"T100024";"OR-96363";"PN008";"Flu Vaccine";"S001";"NHS Supply Chain ";"D002";"North West Depot";"PH010";"University Hospital Pharmacy";"2023-07-30";7;"2023-08-06";-10;-10;8.69;107.47;20.57;"Delivered";"B1858";"2025-04-01";"Refrigerated";"M1 2AB";"Short Shipment"
"T100029";"OR-72341";"PN003";"Insulin Glargine 100IU/ml";"S005";"GlobalMeds";"D001";"Central Hub London";"PH003";"City Clinic Pharmacy";"2025-02-03";7;"2025-10-03";250;250;4.68;135.57;1305.57;"Delivered";"B2479";"2027-01-30";"Refrigerated";"Unknown_post";"Short Shipment"
"T100030";"OR-59372";"PN001";"Amoxicillin 500mg Capsule";"S001";"NHS Supply Chain";"D002";"North West Depot";"PH008";"Lakeside Pharmacy";"2024-03-25";3;"2024-03-30";0;0;51.04;196.97;196.97;"Cancelled";"Unknown_batch";"2026-08-01";"ambient";"Unknown_post";"Call before delivery"
"T100032";"OR-22987";"PN004";"Atorvastatin 20mg Tablet";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH008";"Lakeside Pharmacy";"2025-02-26";7;"2025-03-05";0;0;63.52;228.94;228.94;"In Transit";"B2502";"2026-04-09";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100033";"OR-76535";"PN006";"Warfarin 2mg Tablet";"S004";"HealQuick";"D004";"Wales Depot";"PH008";"Lakeside Pharmacy";"2024-09-22";2;"2024-09-26";10;10;8.76;4.93;92.53;"In Transit";"B1025";"2025-11-22";"ambient";"Unknown_post";"Short Shipment"
"T100035";"OR-26545";"PN007";"Omeprazole 20mg Capsule";"S002";"MediSupply Ltd";"D005";"East England Depot";"PH005";"County General Pharmacy";"2025-03-31";2;"2025-04-02";150;150;51.89;261.01;8044.51;"Cancelled";"B1939";"2027-07-11";"Refrigerated";"B1 1AA";"Short Shipment"
"T100037";"OR-47230";"PN003";"Insulin Glargine 100IU/ml";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH001";"St Thomas Hospital Pharmacy";"2024-01-05";5;"2024-01-10";250;220;48.35;103.35;12190.85;"Returned";"B3114";"2024-08-28";"Room Temp";"B1 1AA";"Handle with care"
"T100038";"OR-62260";"PN005";"Salbutamol Inhaler";"S003";"UKPharma Dist";"D002";"North West Depot";"PH010";"University Hospital Pharmacy";"2024-08-17";7;"2024-08-24";500;500;2.76;192.57;1572.57;"Partial";"B2195";"2025-07-24";"Cold Chain";"Unknown_post";"Handle with care"
"T100040";"OR-53416";"PN007";"Omeprazole 20mg Capsule";"S003";"UKPharma Dist";"D005";"East England Depot";"PH005";"County General Pharmacy";"2025-04-25";2;"2025-04-28";150;150;3.88;142.12;724.12;"Returned";"B6218";"2027-07-15";"Refrigerated";"Unknown_post";"Handle with care"
"T100044";"OR-50760";"PN008";"Flu Vaccine";"S004";"HealQuick";"D001";"Central Hub London";"PH006";"Northside Pharmacy";"2025-03-20";14;"2025-05-04";200;200;18.98;226.13;4022.13;"Returned";"Unknown_batch";"2027-07-17";"Refrigerated";"LS1 1UR";"Short Shipment"
"T100046";"OR-40102";"PN007";"Omeprazole 20mg Capsule";"S001";"NHS Supply Chain ";"D001";"Central Hub London";"PH009";"Midtown Pharmacy";"2023-03-03";5;"2023-08-03";200;200;28.62;262.37;5986.37;"Delivered";"B9802";"2024-01-07";"Unknown_temp";"SE1 9RT";"Call before delivery"
"T100047";"OR-16145";"PN006";"Warfarin 2mg Tablet";"S001";"NHS Supply Chain ";"D005";"East England Depot";"PH001";"St Thomas Hospital Pharmacy";"2023-09-04";7;"2023-09-11";50;50;74.51;172.83;3898.33;"Cancelled";"B3347";"2025-08-17";"ambient";"Unknown_post";"Call before delivery"
"T100048";"OR-25376";"PN007";"Omeprazole 20mg Capsule";"S002";"MediSupply Ltd";"D005";"East England Depot";"PH008";"Lakeside Pharmacy";"2023-09-04";10;"2023-09-14";20;11;28.15;15.46;578.46;"Delivered";"B4082";"2025-10-24";"Room Temp";"M1 2AB";"Please confirm"
"T100053";"OR-70012";"PN001";"Amoxicillin 500mg Capsule";"S001";"NHS Supply Chain";"D004";"Wales Depot";"PH009";"Midtown Pharmacy";"2024-07-22";2;"2024-07-25";200;200;18.58;50.85;3766.85;"In Transit";"Unknown_batch";"2026-04-08";"Cold Chain";"M1 2AB";"Call before delivery"
"T100054";"OR-49692";"PN005";"Salbutamol Inhaler";"S004";"HealQuick";"D003";"Scotland Regional Hub";"PH007";"Southcare Pharmacy";"2025-04-15";4;"2025-04-21";100;100;24.78;109.5;2587.5;"Returned";"B1440";"2027-01-27";"Cold Chain";"Unknown_post";"Temperature Sensitive"
"T100055";"OR-48722";"PN003";"Insulin Glargine 100IU/ml";"S005";"GlobalMeds";"D005";"East England Depot";"PH007";"Southcare Pharmacy";"2024-07-10";4;"2024-07-14";150;150;48.68;238.87;7540.87;"In Transit";"B9499";"2026-12-11";"ambient";"Unknown_post";"Handle with care"
"T100057";"OR-11256";"PN009";"Metformin 500mg Tablet";"S003";"UKPharma Dist";"D003";"Scotland Regional Hub";"PH010";"University Hospital Pharmacy";"2024-02-02";2;"2024-04-02";500;500;9.21;116.54;4721.54;"Partial";"B9804";"2026-05-22";"Refrigerated";"M1 2AB";"Temperature Sensitive"
"T100058";"OR-41056";"PN004";"Atorvastatin 20mg Tablet";"S004";"HealQuick";"D004";"Wales Depot";"PH008";"Lakeside Pharmacy";"2023-06-21";14;"2023-07-06";250;250;43.17;297.27;11089.77;"Partial";"B7965";"2025-10-17";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100059";"OR-62802";"PN010";"Co-codamol 30/500 Tablet";"S004";"HealQuick";"D002";"North West Depot";"PH004";"Community Health Pharmacy";"2025-04-04";7;"2025-04-12";100;100;10.6;17.79;1077.79;"In Transit";"B6277";"2027-08-24";"Refrigerated";"Unknown_post";"Call before delivery"
"T100060";"OR-20803";"PN005";"Salbutamol Inhaler";"S004";"HEALQUICK";"D001";"Central Hub London";"PH008";"Lakeside Pharmacy";"2024-10-12";14;"2024-10-28";100;100;26.11;29.87;2640.87;"Delivered";"B3588";"2025-04-10";"Room Temp";"B1 1AA";"Handle with care"
"T100066";"OR-37215";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D002";"North West Depot";"PH009";"Midtown Pharmacy";"2024-02-27";10;"2024-03-08";500;500;63.89;249.57;32194.57;"In Transit";"Unknown_batch";"2025-03-20";"Refrigerated";"B1 1AA";"Unknown_notes"
"T100068";"OR-46822";"PN008";"Flu Vaccine";"S004";"HealQuick";"D004";"Wales Depot";"PH003";"City Clinic Pharmacy";"2023-12-29";4;"2024-02-01";100;52;31.73;74.74;3247.74;"Delivered";"B6883";"2025-11-04";"Refrigerated";"M1 2AB";"Please confirm"
"T100069";"OR-33260";"PN008";"Flu Vaccine";"S002";"MediSupply Ltd";"D003";"Scotland Regional Hub";"PH009";"Midtown Pharmacy";"2025-04-15";3;"2025-04-20";500;500;52.91;42.63;26497.63;"Partial";"B3876";"2026-01-12";"Unknown_temp";"LS1 1UR";"Please confirm"
"T100071";"OR-73273";"PN002";"Paracetamol 500mg Tablet";"S001";"NHS Supply Chain";"D003";"Scotland Regional Hub";"PH008";"Lakeside Pharmacy";"2023-01-12";10;"2023-01-22";200;200;41.18;259.22;8495.22;"In Transit";"B1547";"2024-06-01";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100074";"OR-72287";"PN010";"Co-codamol 30/500 Tablet";"S001";"NHS Supply Chain";"D005";"East England Depot";"PH006";"Northside Pharmacy";"2025-05-27";-3;"2025-05-26";500;500;58.58;264.04;29554.04;"Partial";"B8750";"2026-09-01";"Refrigerated";"LS1 1UR";"Handle with care"
"T100075";"OR-70846";"PN006";"Warfarin 2mg Tablet";"S003";"UKPharma Dist";"D001";"Central Hub London";"PH004";"Community Health Pharmacy";"2023-05-18";5;"2023-05-25";50;50;28.36;237.45;1655.45;"Partial";"B9589";"2023-12-13";"Refrigerated";"SE1 9RT";"Call before delivery"
"T100076";"OR-70161";"PN002";"Paracetamol 500mg Tablet";"S004";"HealQuick";"D005";"East England Depot";"PH009";"Midtown Pharmacy";"2023-12-25";4;"2023-12-30";500;500;15.9;259.39;8209.39;"Partial";"B3837";"2024-06-30";"Refrigerated";"Unknown_post";"Temperature Sensitive"
"T100078";"OR-84632";"PN008";"Flu Vaccine";"S002";"MediSupply Ltd";"D002";"North West Depot";"PH005";"County General Pharmacy";"2023-10-04";4;"2023-04-14";50;50;25.18;255.36;1514.36;"Returned";"B2166";"2024-04-23";"Cold Chain";"LS1 1UR";"Please confirm"
"T100079";"OR-15992";"PN008";"Flu Vaccine";"S001";"NHS Supply Chain";"D002";"North West Depot";"PH006";"Northside Pharmacy";"2024-10-11";4;"2024-10-15";200;200;3.31;4.22;666.22;"In Transit";"Unknown_batch";"2025-04-13";"Room Temp";"M1 2AB";"Short Shipment"
"T100081";"OR-15170";"PN009";"Metformin 500mg Tablet";"S001";"NHS Supply Chain";"D003";"Scotland Regional Hub";"PH002";"Royal Infirmary Pharmacy";"2025-03-14";7;"2025-03-21";0;0;17.97;26.7;26.7;"Partial";"B2475";"2025-11-25";"ambient";"LS1 1UR";"Temperature Sensitive"
"T100082";"OR-73979";"PN006";"Warfarin 2mg Tablet";"S001";"NHS Supply Chain";"D001";"Central Hub London";"PH003";"City Clinic Pharmacy";"2024-11-10";5;"2024-11-15";200;200;36.13;50.03;7276.03;"In Transit";"B8908";"2027-04-03";"Cold Chain";"Unknown_post";"Call before delivery"
"T100085";"OR-82559";"PN004";"Atorvastatin 20mg Tablet";"S005";"GlobalMeds";"D004";"Wales Depot";"PH010";"University Hospital Pharmacy";"2024-05-31";2;"2024-06-04";20;20;49.49;264.42;1254.22;"In Transit";"B6617";"2026-03-05";"Cold Chain";"Unknown_post";"Short Shipment"
"T100087";"OR-88234";"PN004";"Atorvastatin 20mg Tablet";"S001";"NHS Supply Chain";"D003";"Scotland Regional Hub";"PH009";"Midtown Pharmacy";"2023-02-25";3;"2023-02-03";150;150;72.34;204.8;11055.8;"Returned";"B1665";"2025-03-15";"Refrigerated";"SE1 9RT";"Please confirm"
"T100088";"OR-59146";"PN010";"Co-codamol 30/500 Tablet";"S005";"GlobalMeds";"D003";"Scotland Regional Hub";"PH009";"Midtown Pharmacy";"2023-08-14";14;"2023-08-30";150;150;35.88;194.79;5576.79;"In Transit";"B4994";"2026-01-08";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100089";"OR-12213";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH003";"City Clinic Pharmacy";"2025-03-02";10;"2025-03-12";50;50;48.67;46.13;2479.63;"Delivered";"Unknown_batch";"2026-02-27";"Refrigerated";"B1 1AA";"Temperature Sensitive"
"T100096";"OR-76629";"PN002";"Paracetamol 500mg Tablet";"S002";"MediSupply Ltd ";"D001";"Central Hub London";"PH010";"University Hospital Pharmacy";"2024-06-19";5;"2024-06-25";500;500;21.03;123.97;10638.97;"Cancelled";"B8925";"2025-10-26";"Cold Chain";"Unknown_post";"Call before delivery"
"T100098";"OR-60157";"PN007";"Omeprazole 20mg Capsule";"S005";"GlobalMeds ";"D001";"Central Hub London";"PH009";"Midtown Pharmacy";"2023-10-19";4;"2023-10-23";200;200;5.89;240.88;1418.88;"Returned";"B8254";"2025-11-13";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100099";"OR-58653";"PN004";"Atorvastatin 20mg Tablet";"S003";"UKPHARMA DIST";"D003";"Scotland Regional Hub";"PH004";"Community Health Pharmacy";"2023-10-22";10;"2023-11-01";500;500;37.68;261.82;19101.82;"In Transit";"B6833";"2024-08-06";"ambient";"LS1 1UR";"Short Shipment"
"T100103";"OR-27865";"PN008";"Flu Vaccine";"S001";"NHS Supply Chain";"D001";"Central Hub London";"PH007";"Southcare Pharmacy";"2023-11-13";4;"2023-11-17";150;150;41.37;161.79;6367.29;"Returned";"B9745";"2025-05-01";"Refrigerated";"M1 2AB";"Handle with care"
"T100105";"OR-30789";"PN001";"Amoxicillin 500mg Capsule";"S004";"HealQuick";"D002";"North West Depot";"PH001";"St Thomas Hospital Pharmacy";"2024-05-20";4;"2024-05-25";20;20;14.82;248.48;544.88;"In Transit";"B8257";"2024-12-20";"Refrigerated";"Unknown_post";"Call before delivery"
"T100106";"OR-67503";"PN001";"Amoxicillin 500mg Capsule";"S004";"HealQuick";"D001";"Central Hub London";"PH004";"Community Health Pharmacy";"2023-04-26";-2;"2023-04-26";500;500;7.17;185.59;3770.59;"Delivered";"Unknown_batch";"2025-08-13";"Refrigerated";"LS1 1UR";"Call before delivery"
"T100108";"OR-60506";"PN002";"Paracetamol 500mg Tablet";"S002";"MediSupply Ltd";"D001";"Central Hub London";"PH008";"Lakeside Pharmacy";"2023-07-16";10;"2023-07-27";10;10;62.49;108.28;733.18;"Cancelled";"B1955";"2024-10-10";"Refrigerated";"SE1 9RT";"Unknown_notes"
"T100109";"OR-77844";"PN009";"Metformin 500mg Tablet";"S005";"GlobalMeds";"D001";"Central Hub London";"PH010";"University Hospital Pharmacy";"2024-02-01";5;"2024-07-01";20;20;41.48;123.7;953.3;"Cancelled";"B9939";"2026-01-14";"ambient";"Unknown_post";"Unknown_notes"
"T100115";"OR-67577";"PN003";"Insulin Glargine 100IU/ml";"S004";"HealQuick";"D003";"Scotland Regional Hub";"PH003";"City Clinic Pharmacy";"2025-03-08";3;"2025-12-03";50;50;10.49;194.87;719.37;"Partial";"B4166";"2026-10-27";"ambient";"B1 1AA";"Please confirm"
"T100116";"OR-86735";"PN008";"Flu Vaccine";"S004";"HealQuick";"D004";"Wales Depot";"PH006";"Northside Pharmacy";"2024-02-08";7;"2024-02-15";0;0;3.42;288.78;288.78;"Cancelled";"B5684";"2025-10-12";"ambient";"B1 1AA";"Unknown_notes"
"T100118";"OR-18509";"PN001";"Amoxicillin 500mg Capsule";"S004";"HealQuick";"D005";"East England Depot";"PH010";"University Hospital Pharmacy";"2023-01-07";4;"2023-01-11";150;150;22.73;125.09;3534.59;"Returned";"B3906";"2025-02-17";"Refrigerated";"M1 2AB";"Unknown_notes"
"T100119";"OR-37831";"PN003";"Insulin Glargine 100IU/ml";"S004";"HealQuick";"D005";"East England Depot";"PH001";"St Thomas Hospital Pharmacy";"2023-04-22";10;"2023-05-03";500;500;39.22;53.97;19663.97;"In Transit";"Unknown_batch";"2023-11-12";"ambient";"Unknown_post";"Handle with care"
"T100120";"OR-84839";"PN002";"Paracetamol 500mg Tablet";"S001";"NHS Supply Chain";"D004";"Wales Depot";"PH010";"University Hospital Pharmacy";"2024-09-22";3;"2024-09-27";250;250;34.95;16.81;8754.31;"Cancelled";"B1306";"2027-02-20";"Refrigerated";"M1 2AB";"Temperature Sensitive"
"T100122";"OR-92505";"PN006";"Warfarin 2mg Tablet";"S003";"UKPharma Dist ";"D002";"North West Depot";"PH006";"Northside Pharmacy";"2023-07-25";7;"2023-08-01";0;0;41.43;241.2;241.2;"Cancelled";"B6549";"2024-03-12";"ambient";"LS1 1UR";"Please confirm"
"T100123";"OR-70420";"PN008";"Flu Vaccine";"S005";"GlobalMeds";"D004";"Wales Depot";"PH010";"University Hospital Pharmacy";"2023-05-15";10;"2023-05-27";500;500;25.11;146.25;12701.25;"Partial";"B3798";"2024-11-01";"Refrigerated";"Unknown_post";"Call before delivery"
"T100126";"OR-97650";"PN007";"Omeprazole 20mg Capsule";"S004";"HealQuick";"D005";"East England Depot";"PH007";"Southcare Pharmacy";"2024-09-30";5;"2024-10-06";500;500;69.53;11.36;34776.36;"Returned";"B2311";"2026-09-19";"Cold Chain";"Unknown_post";"Temperature Sensitive"
"T100127";"OR-96396";"PN009";"Metformin 500mg Tablet";"S003";"UKPHARMA DIST";"D004";"Wales Depot";"PH009";"Midtown Pharmacy";"2024-04-25";5;"2024-05-01";500;291;13.1;297.11;6847.11;"Cancelled";"B3077";"2025-08-02";"ambient";"M1 2AB";"Please confirm"
"T100129";"OR-71204";"PN007";"Omeprazole 20mg Capsule";"S003";"UKPharma Dist";"D005";"East England Depot";"PH007";"Southcare Pharmacy";"2024-04-17";7;"2024-04-24";10;10;16.85;7.11;175.61;"In Transit";"B2995";"2025-02-13";"Room Temp";"Unknown_post";"Unknown_notes"
"T100130";"OR-61292";"PN002";"Paracetamol 500mg Tablet";"S004";"HealQuick";"D003";"Scotland Regional Hub";"PH005";"County General Pharmacy";"2023-06-15";2;"2023-06-17";10;10;37.16;65.52;437.12;"Cancelled";"B2194";"2024-08-24";"Cold Chain";"Unknown_post";"Temperature Sensitive"
"T100131";"OR-80851";"PN009";"Metformin 500mg Tablet";"S004";"HealQuick";"D001";"Central Hub London";"PH009";"Midtown Pharmacy";"2023-08-20";10;"2023-08-31";10;10;57.15;166.34;737.84;"Cancelled";"B2749";"2025-02-17";"Cold Chain";"Unknown_post";"Short Shipment"
"T100134";"OR-68303";"PN010";"Co-codamol 30/500 Tablet";"S003";"UKPharma Dist";"D002";"North West Depot";"PH002";"Royal Infirmary Pharmacy";"2024-06-26";14;"2024-10-07";100;100;68.41;276.8;7117.8;"In Transit";"B6477";"2026-04-01";"Refrigerated";"Unknown_post";"Short Shipment"
"T100137";"OR-86037";"PN010";"Co-codamol 30/500 Tablet";"S004";"HealQuick";"D004";"Wales Depot";"PH001";"St Thomas Hospital Pharmacy";"2025-05-31";10;"2025-12-06";300;300;25.51;273.0;7936.0;"Cancelled";"B1669";"2026-05-25";"Refrigerated";"B1 1AA";"Short Shipment"
"T100138";"OR-12888";"PN004";"Atorvastatin 20mg Tablet";"S003";"UKPharma Dist";"D001";"Central Hub London";"PH002";"Royal Infirmary Pharmacy";"2024-01-17";7;"2024-01-25";10;10;13.82;49.43;187.63;"In Transit";"B9530";"2024-08-07";"Refrigerated";"LS1 1UR";"Call before delivery"
"T100139";"OR-68776";"PN004";"Atorvastatin 20mg Tablet";"S005";"GlobalMeds";"D003";"Scotland Regional Hub";"PH008";"Lakeside Pharmacy";"2024-08-30";5;"2024-09-05";150;150;34.47;213.54;5384.04;"In Transit";"B2915";"2026-01-16";"ambient";"B1 1AA";"Handle with care"
"T100141";"OR-84437";"PN002";"Paracetamol 500mg Tablet";"S005";"GlobalMeds";"D003";"Scotland Regional Hub";"PH007";"Southcare Pharmacy";"2023-01-06";-2;"2023-06-01";250;250;54.74;124.26;13809.26;"In Transit";"B8776";"2025-05-18";"Refrigerated";"SE1 9RT";"Handle with care"
"T100143";"OR-83224";"PN003";"Insulin Glargine 100IU/ml";"S002";"MediSupply Ltd";"D003";"Scotland Regional Hub";"PH007";"Southcare Pharmacy";"2024-10-13";4;"2024-10-17";500;500;51.53;206.5;25971.5;"In Transit";"Unknown_batch";"2026-09-23";"Cold Chain";"B1 1AA";"Please confirm"
"T100146";"OR-75419";"PN006";"Warfarin 2mg Tablet";"S003";"UKPharma Dist";"D004";"Wales Depot";"PH010";"University Hospital Pharmacy";"2025-01-23";14;"2025-02-07";10;10;1.45;118.91;133.41;"Delivered";"B7563";"2025-11-03";"Refrigerated";"B1 1AA";"Temperature Sensitive"
"T100150";"OR-29365";"PN004";"Atorvastatin 20mg Tablet";"S005";"GlobalMeds";"D001";"Central Hub London";"PH010";"University Hospital Pharmacy";"2025-03-31";3;"2025-04-04";300;300;50.53;188.35;15347.35;"Partial";"B8656";"2027-07-12";"Refrigerated";"LS1 1UR";"Unknown_notes"
"T100151";"OR-21836";"PN005";"Salbutamol Inhaler";"S001";"NHS Supply Chain";"D003";"Scotland Regional Hub";"PH005";"County General Pharmacy";"2024-10-23";7;"2024-10-30";100;100;3.26;77.52;403.52;"In Transit";"B1691";"2026-08-31";"Refrigerated";"M1 2AB";"Temperature Sensitive"
"T100154";"OR-91003";"PN003";"Insulin Glargine 100IU/ml";"S004";"HealQuick";"D005";"East England Depot";"PH002";"Royal Infirmary Pharmacy";"2023-04-24";10;"2023-04-05";150;150;44.68;25.32;6727.32;"Partial";"4677";"2023-11-13";"Refrigerated";"SE1 9RT";"Call before delivery"
"T100156";"OR-29826";"PN002";"Paracetamol 500mg Tablet";"S004";"HealQuick";"D005";"East England Depot";"PH001";"St Thomas Hospital Pharmacy";"2023-01-06";5;"2023-12-01";20;20;10.33;42.54;223.64;"Partial";"B5603";"2024-09-17";"Refrigerated";"M1 2AB";"Please confirm"
"T100158";"OR-22597";"PN003";"Insulin Glargine 100IU/ml";"S004";"HealQuick";"D005";"East England Depot";"PH001";"St Thomas Hospital Pharmacy";"2023-12-04";5;"2023-12-09";100;100;28.91;289.51;3180.51;"In Transit";"B7592";"2026-04-01";"Cold Chain";"Unknown_post";"Call before delivery"
"T100160";"OR-34670";"PN009";"Metformin 500mg Tablet";"S002";"MediSupply Ltd";"D004";"Wales Depot";"PH005";"County General Pharmacy";"2023-11-18";14;"2023-12-03";10;10;40.31;35.0;438.1;"Partial";"B8974";"2026-02-06";"ambient";"M1 2AB";"Please confirm"
"T100162";"OR-74713";"PN009";"Metformin 500mg Tablet";"S004";"HealQuick";"D003";"Scotland Regional Hub";"PH008";"Lakeside Pharmacy";"2024-12-15";4;"2024-12-21";150;150;66.3;125.06;10070.06;"Cancelled";"B3654";"2026-03-29";"ambient";"B1 1AA";"Unknown_notes"
"T100163";"OR-75325";"PN004";"Atorvastatin 20mg Tablet";"S003";"UKPharma Dist";"D005";"East England Depot";"PH001";"St Thomas Hospital Pharmacy";"2025-04-06";2;"2025-04-08";0;0;65.59;15.13;15.13;"Delivered";"B2669";"2025-11-14";"ambient";"B1 1AA";"Handle with care"
"T100166";"OR-44562";"PN009";"Metformin 500mg Tablet";"S005";"GlobalMeds";"D001";"Central Hub London";"PH008";"Lakeside Pharmacy";"2023-11-02";5;"2023-11-07";500;500;24.92;108.38;12568.38;"Partial";"Unknown_batch";"2024-07-02";"Cold Chain";"SE1 9RT";"Short Shipment"
"T100168";"OR-75881";"PN001";"Amoxicillin 500mg Capsule";"S003";"UKPharma Dist";"D005";"East England Depot";"PH003";"City Clinic Pharmacy";"2025-02-19";5;"2025-02-24";500;500;40.8;220.77;20620.77;"Delivered";"B6060";"2025-12-22";"Room Temp";"Unknown_post";"Short Shipment"
